id,prenotazione_id,riga,colonna
3107,1441,2,4
3108,1442,10,2
3109,1442,4,1
3110,1442,9,4
3111,1443,8,3
3112,1444,6,3
3113,1444,8,6
3114,1444,9,5
3115,1444,3,4
3116,1445,4,1
3117,1445,9,4
3118,1446,3,9
3119,1446,12,5
3120,1447,2,7
3121,1447,10,5
3122,1447,10,2
3123,1448,16,9
3124,1448,11,10
3125,1449,4,8
3126,1449,18,8
3127,1450,2,9
3128,1450,11,1
3129,1451,5,5
3130,1452,2,5
3131,1453,1,7
3132,1453,5,1
3133,1454,3,7
3134,1454,7,3
3135,1455,18,2
3136,1456,5,7
3137,1456,12,9
3138,1457,8,1
3139,1458,15,4
3140,1459,18,1
3141,1460,3,5
3142,1461,16,7
3143,1461,16,4
3144,1462,12,7
3145,1462,1,8
3146,1462,10,6
3147,1463,18,7
3148,1463,3,8
3149,1463,12,4
3150,1464,2,6
3151,1465,10,10
3152,1466,13,1
3153,1466,8,5
3154,1467,6,3
3155,1468,2,2
3156,1468,11,3
3157,1468,10,7
3158,1469,17,7
3159,1469,1,1
3160,1469,11,4
3161,1469,2,1
3162,1470,7,4
3163,1470,16,6
3164,1471,3,3
3165,1471,16,5
3166,1472,5,10
3167,1473,14,10
3168,1473,2,10
3169,1474,9,2
3170,1475,15,6
3171,1475,6,1
3172,1476,14,1
3173,1477,17,8
3174,1477,18,5
3175,1477,13,10
3176,1478,14,6
3177,1478,4,7
3178,1479,9,6
3179,1480,3,6
3180,1480,8,8
3181,1480,3,2
3182,1480,7,6
3183,1481,15,8
3184,1482,1,4
3185,1482,10,3
3186,1482,4,5
3187,1482,6,5
3188,1483,11,8
3189,1484,16,10
3190,1484,7,5
3191,1484,14,9
3192,1485,1,6
3193,1486,4,9
3194,1486,9,7
3195,1487,7,2
3196,1487,11,5
3197,1487,8,7
3198,1488,13,2
3199,1489,4,3
3200,1490,4,2
3201,1490,11,7
3202,1491,17,4
3203,1492,14,3
3204,1493,15,3
3205,1493,15,2
3206,1493,12,8
3207,1494,6,9
3208,1494,8,9
3209,1494,6,7
3210,1495,1,3
3211,1495,11,2
3212,1495,18,10
3213,1496,13,5
3214,1496,11,9
3215,1497,15,7
3216,1498,12,1
3217,1498,14,7
3218,1499,2,3
3219,1499,9,3
3220,1499,15,10
3221,1499,5,3
3222,1500,13,7
3223,1500,14,5
3224,1500,3,1
3225,1500,1,2
3226,1501,17,3
3227,1501,17,9
3228,1502,18,6
3229,1503,7,9
3230,1503,7,7
3231,1503,7,8
3232,1503,2,10
3233,1504,4,6
3234,1505,1,10
3235,1505,1,7
3236,1506,7,3
3237,1506,5,9
3238,1506,2,3
3239,1506,16,4
3240,1507,14,4
3241,1507,16,3
3242,1507,15,4
3243,1507,7,10
3244,1508,2,6
3245,1508,8,6
3246,1508,15,9
3247,1508,12,2
3248,1509,4,10
3249,1509,10,8
3250,1510,18,7
3251,1511,15,8
3252,1511,12,4
3253,1512,6,2
3254,1512,16,5
3255,1512,6,1
3256,1513,7,4
3257,1513,15,6
3258,1513,13,3
3259,1513,2,4
3260,1514,14,6
3261,1514,4,3
3262,1514,4,7
3263,1515,3,4
3264,1516,15,2
3265,1516,9,3
3266,1517,2,9
3267,1517,8,8
3268,1518,16,2
3269,1518,12,7
3270,1518,1,2
3271,1518,7,2
3272,1519,12,10
3273,1519,4,9
3274,1520,1,8
3275,1520,4,5
3276,1520,14,5
3277,1520,18,5
3278,1521,17,3
3279,1522,11,9
3280,1522,9,10
3281,1523,10,2
3282,1523,17,10
3283,1524,10,5
3284,1525,16,1
3285,1526,1,2
3286,1526,17,3
3287,1526,9,9
3288,1526,16,10
3289,1527,6,3
3290,1527,14,7
3291,1527,17,2
3292,1527,1,8
3293,1528,16,3
3294,1528,8,5
3295,1529,16,8
3296,1530,6,5
3297,1530,1,6
3298,1531,5,5
3299,1532,9,10
3300,1532,8,4
3301,1532,18,3
3302,1532,4,3
3303,1533,2,2
3304,1533,17,1
3305,1534,10,2
3306,1535,5,8
3307,1535,1,7
3308,1535,17,4
3309,1536,12,6
3310,1537,10,4
3311,1537,8,6
3312,1537,6,2
3313,1537,1,5
3314,1538,4,5
3315,1538,13,4
3316,1539,9,8
3317,1539,6,8
3318,1540,1,4
3319,1540,4,8
3320,1540,11,1
3321,1540,10,3
3322,1541,17,10
3323,1541,12,10
3324,1541,11,7
3325,1541,18,4
3326,1542,14,5
3327,1542,11,2
3328,1543,10,5
3329,1544,10,9
3330,1545,18,8
3331,1545,1,10
3332,1546,9,5
3333,1546,8,1
3334,1547,6,10
3335,1548,17,6
3336,1549,13,9
3337,1549,2,8
3338,1550,18,10
3339,1550,14,3
3340,1550,11,10
3341,1551,6,7
3342,1551,4,1
3343,1551,4,9
3344,1551,11,3
3345,1552,8,7
3346,1552,12,8
3347,1552,12,10
3348,1552,3,2
3349,1553,7,4
3350,1553,6,3
3351,1553,10,8
3352,1553,4,2
3353,1554,5,7
3354,1555,6,1
3355,1556,1,5
3356,1556,8,6
3357,1556,9,7
3358,1557,8,1
3359,1557,11,4
3360,1558,3,1
3361,1559,7,5
3362,1559,10,9
3363,1559,12,5
3364,1559,11,5
3365,1560,6,10
3366,1560,10,7
3367,1561,2,6
3368,1561,7,3
3369,1562,1,7
3370,1563,4,7
3371,1564,4,5
3372,1564,4,6
3373,1564,4,3
3374,1565,2,2
3375,1566,7,10
3376,1567,5,9
3377,1567,11,9
3378,1567,11,7
3379,1568,7,1
3380,1568,12,1
3381,1568,7,6
3382,1568,9,1
3383,1569,8,2
3384,1569,5,8
3385,1570,10,1
3386,1571,2,10
3387,1571,3,7
3388,1571,8,1
3389,1571,1,6
3390,1572,11,6
3391,1573,4,4
3392,1573,8,10
3393,1573,9,10
3394,1574,1,3
3395,1575,2,6
3396,1575,7,5
3397,1575,1,9
3398,1575,5,9
3399,1576,7,1
3400,1576,5,4
3401,1576,6,8
3402,1576,3,5
3403,1577,1,10
3404,1578,7,3
3405,1578,3,8
3406,1578,8,3
3407,1579,2,5
3408,1580,5,7
3409,1580,1,4
3410,1581,4,8
3411,1581,5,6
3412,1581,1,1
3413,1581,7,8
3414,1582,6,7
3415,1582,6,9
3416,1583,12,10
3417,1584,7,10
3418,1584,9,9
3419,1585,11,3
3420,1586,8,8
3421,1586,11,2
3422,1587,4,6
3423,1588,10,8
3424,1588,5,5
3425,1589,9,8
3426,1589,2,2
3427,1589,10,1
3428,1590,3,2
3429,1591,11,5
3430,1591,12,2
3431,1591,2,8
3432,1591,1,8
3433,1592,6,4
3434,1592,9,4
3435,1592,9,3
3436,1592,4,10
3437,1593,3,10
3438,1593,10,9
3439,1594,10,7
3440,1595,10,3
3441,1595,11,1
3442,1596,6,3
3443,1596,6,6
3444,1596,5,1
3445,1597,12,7
3446,1597,3,3
3447,1597,9,1
3448,1597,7,9
3449,1598,7,2
3450,1599,8,2
3451,1599,9,2
3452,1599,6,1
3453,1599,3,1
3454,1600,4,1
3455,1600,8,7
3456,1601,10,10
3457,1602,1,2
3458,1603,6,10
3459,1603,9,2
3460,1603,2,9
3461,1603,8,9
3462,1604,11,5
3463,1604,1,8
3464,1605,7,10
3465,1605,4,9
3466,1606,8,10
3467,1606,1,10
3468,1606,9,4
3469,1606,1,2
3470,1607,1,1
3471,1607,5,4
3472,1607,1,3
3473,1608,3,5
3474,1609,11,1
3475,1610,10,4
3476,1611,9,1
3477,1612,7,5
3478,1612,3,7
3479,1612,1,9
3480,1613,7,6
3481,1613,6,5
3482,1613,7,9
3483,1614,10,5
3484,1614,7,1
3485,1615,8,3
3486,1615,1,3
3487,1615,3,1
3488,1615,5,4
3489,1616,3,5
3490,1617,8,10
3491,1617,3,7
3492,1617,4,3
3493,1617,2,10
3494,1618,9,5
3495,1618,5,9
3496,1619,1,6
3497,1619,2,2
3498,1620,2,6
3499,1620,3,4
3500,1621,1,1
3501,1622,4,5
3502,1622,6,8
3503,1623,7,8
3504,1624,6,5
3505,1624,2,9
3506,1624,1,8
3507,1624,6,2
3508,1625,9,7
3509,1626,6,9
3510,1626,9,1
3511,1626,4,9
3512,1627,5,3
3513,1628,2,5
3514,1629,3,2
3515,1630,1,7
3516,1630,3,6
3517,1631,1,9
3518,1632,8,1
3519,1633,9,6
3520,1633,6,1
3521,1634,8,4
3522,1635,7,2
3523,1636,7,3
3524,1636,9,4
3525,1636,7,6
3526,1636,6,3
3527,1637,8,9
3528,1637,9,3
3529,1637,3,3
3530,1637,7,4
3531,1638,8,7
3532,1639,9,10
3533,1639,6,7
3534,1640,4,6
3535,1640,1,2
3536,1640,2,1
3537,1640,1,5
3538,1641,3,8
3539,1641,4,8
3540,1641,8,6
3541,1642,8,2
3542,1643,1,9
3543,1643,4,2
3544,1643,9,1
3545,1644,3,2
3546,1644,4,9
3547,1644,2,7
3548,1644,1,10
3549,1645,5,4
3550,1645,3,9
3551,1645,4,1
3552,1645,5,5
3553,1646,1,5
3554,1647,9,7
3555,1648,4,6
3556,1649,3,10
3557,1649,9,9
3558,1650,5,3
3559,1651,2,8
3560,1651,8,8
3561,1651,6,10
3562,1652,8,5
3563,1652,2,9
3564,1652,4,1
3565,1652,6,9
3566,1653,6,6
3567,1654,9,10
3568,1654,3,3
3569,1654,1,4
3570,1655,3,7
3571,1656,2,10
3572,1657,5,10
3573,1657,4,6
3574,1657,3,10
3575,1658,2,1
3576,1658,5,6
3577,1659,6,7
3578,1659,7,3
3579,1660,4,8
3580,1660,9,7
3581,1661,4,5
3582,1661,6,3
3583,1662,7,10
3584,1663,5,1
3585,1664,1,2
3586,1664,6,5
3587,1665,1,7
3588,1665,7,5
3589,1665,4,2
3590,1666,6,8
3591,1666,9,2
3592,1666,9,6
3593,1666,5,7
3594,1667,1,1
3595,1667,8,10
3596,1668,5,4
3597,1668,3,1
3598,1669,8,1
3599,1670,2,3
3600,1670,9,5
3601,1670,5,3
3602,1670,7,6
3603,1671,4,9
3604,1671,5,8
3605,1671,1,10
3606,1672,3,9
3607,1672,9,9
3608,1673,8,4
3609,1674,9,1
3610,1674,1,6
3611,1675,9,5
3612,1675,9,4
3613,1676,10,4
3614,1677,1,3
3615,1677,2,3
3616,1677,6,2
3617,1678,1,1
3618,1678,7,5
3619,1679,4,6
3620,1680,5,6
3621,1680,7,2
3622,1681,6,3
3623,1681,7,1
3624,1682,3,5
3625,1683,4,5
3626,1683,3,4
3627,1684,10,2
3628,1685,2,2
3629,1685,3,3
3630,1686,8,2
3631,1687,8,3
3632,1688,1,5
3633,1688,10,3
3634,1688,9,3
3635,1688,10,6
3636,1689,4,1
3637,1689,8,6
3638,1689,4,3
3639,1690,10,5
3640,1690,3,6
3641,1690,7,3
3642,1691,10,1
3643,1691,8,5
3644,1692,1,2
3645,1693,9,6
3646,1694,2,6
3647,1694,5,4
3648,1695,6,4
3649,1695,5,1
3650,1695,8,1
3651,1696,9,5
3652,1696,5,6
3653,1696,7,5
3654,1696,2,1
3655,1697,10,4
3656,1698,8,4
3657,1699,7,3
3658,1699,4,3
3659,1699,2,6
3660,1699,3,2
3661,1700,4,1
3662,1700,9,2
3663,1701,6,5
3664,1702,9,6
3665,1703,3,4
3666,1704,1,6
3667,1705,5,2
3668,1705,2,2
3669,1705,8,1
3670,1706,1,5
3671,1706,10,3
3672,1706,1,4
3673,1706,6,4
3674,1707,2,5
3675,1707,7,2
3676,1708,5,5
3677,1708,10,1
3678,1708,3,3
3679,1708,8,5
3680,1709,6,6
